name,count_left,count_right,count_total,volume (mm^3)_left,volume (mm^3)_right,volume_total (mm^3),density (cells/mm^3)_left,density (cells/mm^3)_right,density_total (cells/mm^3)
"Anterior cingulate area, ventral part",27210.0,13638.0,40848.0,1.197875,1.212171875,2.410046875,22715.22487738704,11250.879748385518,16983.05231288628
"Anterior cingulate area, ventral part, layer 1",5885.0,1260.0,7145.0,0.23403125,0.239359375,0.473390625,25146.21444785686,5264.051178275344,15205.132813066102
"Anterior cingulate area, ventral part, layer 2/3",6653.0,2819.0,9472.0,0.24753125,0.261859375,0.509390625,26877.414467870218,10765.320126499197,18821.367297184708
"Anterior cingulate area, ventral part, layer 5",11475.0,6326.0,17801.0,0.504171875,0.49821875,1.002390625,22760.095453559363,12697.233895753625,17728.664674656495
"Anterior cingulate area, ventral part, 6a",2797.0,2799.0,5596.0,0.181234375,0.181671875,0.36290625,15433.054573670144,15406.897738023565,15419.976155846854
"Anterior cingulate area, ventral part, 6b",400.0,434.0,834.0,0.03090625,0.0310625,0.06196875,12942.36602628918,13971.830985915492,13457.098506102337
Prelimbic area,22089.0,20462.0,42551.0,1.198703125,1.20953125,2.408234375,18427.4150449053,16917.29750678207,17672.356275843686
"Prelimbic area, layer 1",4920.0,4870.0,9790.0,0.25490625,0.26446875,0.5193749999999999,19301.21368150055,18414.273898144867,18857.743789822707
"Prelimbic area, layer 2/3",4525.0,3530.0,8055.0,0.20753125,0.211390625,0.418921875,21803.945188977563,16698.94301130904,19251.4441001433
"Prelimbic area, layer 5",10331.0,8872.0,19203.0,0.494078125,0.490953125,0.98503125,20909.648651212803,18070.97164316858,19490.310147190692
"Prelimbic area, layer 6a",2268.0,3118.0,5386.0,0.231484375,0.232,0.463484375,9797.63752953088,13439.655172413792,11618.646350972336
"Prelimbic area, layer 6b",45.0,72.0,117.0,0.010703125,0.01071875,0.021421875,4204.379562043795,6717.201166180757,5460.790364112276
Infralimbic area,10498.0,8789.0,19287.0,0.419796875,0.423375,0.843171875,25007.33241523058,20759.37407735459,22883.353246292587
"Infralimbic area, layer 1",1016.0,1007.0,2023.0,0.073140625,0.077,0.150140625,13891.04892117069,13077.922077922078,13484.485499546383
"Infralimbic area, layer 2/3",1906.0,1447.0,3353.0,0.0715625,0.071515625,0.143078125,26634.06113537118,20233.3406161241,23433.70087574764
"Infralimbic area, layer 5",5791.0,4681.0,10472.0,0.167359375,0.166921875,0.33428125,34602.184669965456,28043.05906580549,31322.62186788547
"Infralimbic area, layer 6a",1776.0,1641.0,3417.0,0.102421875,0.102484375,0.20490625,17340.04576659039,16012.196981247142,16676.121373918766
"Infralimbic area, layer 6b",9.0,13.0,22.0,0.0053125,0.005453125,0.010765625000000001,1694.1176470588234,2383.954154727794,2039.0359008933087
Orbital area,63390.0,35879.0,99269.0,2.946921875,2.954953125,5.901875,21510.580425549964,12141.986177868728,16826.283301709347
"Orbital area, lateral part",24506.0,11055.0,35561.0,1.36346875,1.363578125,2.727046875,17973.27588182714,8107.346251246146,13040.311066536642
"Orbital area, lateral part, layer 1",2020.0,626.0,2646.0,0.18784375,0.187265625,0.37510937499999997,10753.618366328395,3342.845223195661,7048.231794762029
"Orbital area, lateral part, layer 2/3",7545.0,3180.0,10725.0,0.31075,0.310640625,0.6213906250000001,24279.967819790825,10236.909612192543,17258.438715991684
"Orbital area, lateral part, layer 5",12084.0,5613.0,17697.0,0.603515625,0.60409375,1.207609375,20022.679611650485,9291.604159122651,14657.141885386569
"Orbital area, lateral part, layer 6a",2653.0,1497.0,4150.0,0.2386875,0.23884375,0.47753124999999996,11114.951557999477,6267.695930917179,8691.323744458328
"Orbital area, lateral part, layer 6b",204.0,139.0,343.0,0.022671875,0.022734375,0.04540625,8997.932460372156,6114.089347079038,7556.010903725597
"Orbital area, medial part",16954.0,13129.0,30083.0,0.694828125,0.703078125,1.3979062500000001,24400.278845937617,18673.60046225304,21536.93965409533
"Orbital area, medial part, layer 1",4570.0,5013.0,9583.0,0.205578125,0.21559375,0.421171875,22229.99163943148,23252.06551674156,22741.02857808652
"Orbital area, medial part, layer 2/3",4776.0,3049.0,7825.0,0.158234375,0.15665625,0.314890625,30183.074948158388,19462.99620985438,24823.035579006384
"Orbital area, medial part, layer 5",6042.0,3776.0,9818.0,0.2359375,0.2356875,0.47162499999999996,25608.476821192053,16021.214531954389,20814.84567657322
"Orbital area, medial part, layer 6a",1551.0,1287.0,2838.0,0.093203125,0.09321875,0.18642187500000001,16641.072925398155,13806.235333556822,15223.654129477489
"Orbital area, medial part, layer 6b",15.0,4.0,19.0,0.001875,0.001921875,0.003796875,8000.0,2081.3008130081303,5040.650406504065
"Orbital area, ventrolateral part",21930.0,11695.0,33625.0,0.888625,0.888296875,1.776921875,24678.576452384303,13165.643524300363,18922.109988342334
"Orbital area, ventrolateral part, layer 1",3576.0,1786.0,5362.0,0.19271875,0.193109375,0.38582812499999997,18555.53753851143,9248.644712355368,13902.091125433399
"Orbital area, ventrolateral part, layer 2/3",7895.0,4454.0,12349.0,0.26178125,0.2616875,0.52346875,30158.768055389755,17020.3009314545,23589.53449342213
"Orbital area, ventrolateral part, layer 5",8469.0,4057.0,12526.0,0.309953125,0.30940625,0.6193593749999999,27323.48641427635,13112.210887789111,20217.84865103273
"Orbital area, ventrolateral part, layer 6a",1950.0,1357.0,3307.0,0.119,0.11915625,0.23815625,16386.55462184874,11388.408077629165,13887.481349738951
"Orbital area, ventrolateral part, layer 6b",40.0,41.0,81.0,0.005171875,0.0049375,0.010109375,7734.138972809667,8303.79746835443,8018.968220582049
Agranular insular area,55414.0,29050.0,84464.0,3.94978125,3.947640625,7.897421875,14029.637717278649,7358.825880965292,10694.23179912197
"Agranular insular area, dorsal part",22354.0,9830.0,32184.0,1.86365625,1.8626875,3.72634375,11994.701276053456,5277.321075059557,8636.011175556507
"Agranular insular area, dorsal part, layer 1",1626.0,907.0,2533.0,0.23034375,0.230171875,0.460515625,7059.015059015059,3940.533568664721,5499.77431383989
"Agranular insular area, dorsal part, layer 2/3",6892.0,1693.0,8585.0,0.46315625,0.46253125,0.9256875,14880.50738816544,3660.293223430849,9270.400305798144
"Agranular insular area, dorsal part, layer 5",8985.0,4794.0,13779.0,0.75421875,0.75565625,1.509875,11912.989434431323,6344.154501468094,9128.571967949709
"Agranular insular area, dorsal part, layer 6a",4587.0,2364.0,6951.0,0.39071875,0.3905625,0.7812812499999999,11739.90242341838,6052.808449351896,8896.355436385138
"Agranular insular area, dorsal part, layer 6b",264.0,72.0,336.0,0.02521875,0.023765625,0.048984375,10468.401486988849,3029.585798816568,6748.993642902708
"Agranular insular area, posterior part",17572.0,9997.0,27569.0,1.217265625,1.217875,2.435140625,14435.633142930492,8208.559991788976,11322.096567359735
"Agranular insular area, posterior part, layer 1",3887.0,1416.0,5303.0,0.210953125,0.211859375,0.4228125,18425.894378194207,6683.678737370013,12554.78655778211
"Agranular insular area, posterior part, layer 2/3",5962.0,2868.0,8830.0,0.40159375,0.401546875,0.803140625,14845.848572095556,7142.379080898089,10994.113826496823
"Agranular insular area, posterior part, layer 5",4714.0,3245.0,7959.0,0.37634375,0.376234375,0.752578125,12525.782612305904,8624.94289629968,10575.362754302792
"Agranular insular area, posterior part, layer 6a",2873.0,2394.0,5267.0,0.218109375,0.217828125,0.4359375,13172.290278673256,10990.31633311814,12081.303305895697
"Agranular insular area, posterior part, layer 6b",136.0,74.0,210.0,0.010265625,0.01040625,0.020671875,13248.097412480973,7111.11111111111,10179.604261796041
"Agranular insular area, ventral part",15488.0,9223.0,24711.0,0.868859375,0.867078125,1.7359375,17825.66943010772,10636.873119132142,14231.27127461993
"Agranular insular area, ventral part, layer 1",1767.0,1116.0,2883.0,0.12546875,0.12509375,0.2505625,14083.18804483188,8921.309018236323,11502.248531534102
"Agranular insular area, ventral part, layer 2/3",5429.0,2741.0,8170.0,0.29709375,0.2971875,0.59428125,18273.69306826549,9223.133543638276,13748.413305951883
"Agranular insular area, ventral part, layer 5",6948.0,4460.0,11408.0,0.3605625,0.359796875,0.720359375,19269.890795631825,12395.8830937595,15832.886944695663
"Agranular insular area, ventral part, layer 6a",1322.0,894.0,2216.0,0.084234375,0.08346875,0.167703125,15694.305323687628,10710.595282665668,13202.450303176647
"Agranular insular area, ventral part, layer 6b",22.0,12.0,34.0,0.0015,0.00153125,0.00303125,14666.666666666666,7836.734693877551,11251.700680272108
Retrosplenial area,89951.0,39190.0,129141.0,5.243828125,5.25715625,10.500984375000002,17153.68960533961,7454.6005742172865,12304.145089778447
"Retrosplenial area, lateral agranular part",25026.0,10292.0,35318.0,1.178046875,1.1773125,2.355359375,21243.636845944693,8741.944046291872,14992.790446118282
"Retrosplenial area, lateral agranular part, layer 1",4708.0,1483.0,6191.0,0.253203125,0.252921875,0.5061249999999999,18593.7673557544,5863.470686353246,12228.619021053823
"Retrosplenial area, lateral agranular part, layer 2/3",7879.0,3501.0,11380.0,0.334421875,0.33521875,0.669640625,23560.06167359716,10443.926540505268,17001.994107051214
"Retrosplenial area, lateral agranular part, layer 5",7996.0,3210.0,11206.0,0.366734375,0.366015625,0.73275,21803.246559584168,8770.117395944504,15286.681977764336
"Retrosplenial area, lateral agranular part, layer 6a",4074.0,1890.0,5964.0,0.20546875,0.205265625,0.410734375,19827.83269961977,9207.581639643751,14517.70716963176
"Retrosplenial area, lateral agranular part, layer 6b",369.0,208.0,577.0,0.01821875,0.017890625,0.036109375,20253.859348198974,11626.200873362444,15940.03011078071
"Retrosplenial area, dorsal part",30207.0,14621.0,44828.0,1.899359375,1.896390625,3.79575,15903.78334800385,7709.909449694733,11806.846398849291
"Retrosplenial area, dorsal part, layer 1",5827.0,4296.0,10123.0,0.415375,0.412265625,0.827640625,14028.287691844718,10420.46617396248,12224.3769329036
"Retrosplenial area, dorsal part, layer 2/3",9797.0,3815.0,13612.0,0.486953125,0.486953125,0.97390625,20118.979624578857,7834.429648644313,13976.704636611585
"Retrosplenial area, dorsal part, layer 5",8997.0,3806.0,12803.0,0.603390625,0.601875,1.205265625,14910.73879379548,6323.572170301141,10617.15548204831
"Retrosplenial area, dorsal part, layer 6a",5353.0,2569.0,7922.0,0.37765625,0.379296875,0.756953125,14174.265618535374,6773.058702368692,10473.662160452033
"Retrosplenial area, dorsal part, layer 6b",233.0,135.0,368.0,0.015984375,0.016,0.031984374999999995,14576.735092864126,8437.5,11507.117546432062
"Retrosplenial area, ventral part",34718.0,14277.0,48995.0,2.166421875,2.183453125,4.349875000000001,16025.50288133515,6538.725213072756,11282.114047203951
"Retrosplenial area, ventral part, layer 1",4443.0,2852.0,7295.0,0.46271875,0.48365625,0.946375,9601.945026001216,5896.7500161530015,7749.3475210771085
"Retrosplenial area, ventral part, layer 2/3",13110.0,4405.0,17515.0,0.5099375,0.50909375,1.01903125,25709.03296972668,8652.630286661346,17180.831628194013
"Retrosplenial area, ventral part, layer 5",14207.0,5769.0,19976.0,0.8398125,0.83690625,1.67671875,16916.87132544467,6893.245211157164,11905.058268300916
"Retrosplenial area, ventral part, layer 6a",2789.0,1166.0,3955.0,0.329203125,0.32978125,0.658984375,8471.973040960653,3535.677058656306,6003.82504980848
"Retrosplenial area, ventral part, layer 6b",169.0,85.0,254.0,0.02475,0.024015625,0.048765625,6828.282828282828,3539.362394274561,5183.822611278694
Posterior parietal association areas,31219.0,13984.0,45203.0,1.227125,1.226875,2.4539999999999997,25440.766018131813,11398.064187468162,18419.415102799987
Anterior area,16319.0,9012.0,25331.0,0.7190625,0.718921875,1.437984375,22694.8283355063,12535.437178066111,17615.132756786206
"Anterior area, layer 1",1100.0,461.0,1561.0,0.118875,0.1199375,0.23881249999999998,9253.4174553102,3843.668577384054,6548.543016347127
"Anterior area, layer 2/3",4231.0,2559.0,6790.0,0.2134375,0.212921875,0.426359375,19823.133235724745,12018.492698319513,15920.812967022128
"Anterior area, layer 4",2899.0,1405.0,4304.0,0.077578125,0.077625,0.155203125,37368.78147029205,18099.838969404187,27734.31021984812
"Anterior area, layer 5",5075.0,2969.0,8044.0,0.177453125,0.1774375,0.354890625,28599.10187549529,16732.652342374076,22665.877108934685
"Anterior area, layer 6a",2539.0,1354.0,3893.0,0.1115625,0.11134375,0.22290625,22758.54341736695,12160.5388717373,17459.541144552124
"Anterior area, layer 6b",475.0,264.0,739.0,0.02015625,0.01965625,0.0398125,23565.891472868218,13430.842607313196,18498.367040090707
Rostrolateral visual area,14900.0,4972.0,19872.0,0.5080625,0.507953125,1.016015625,29327.10050436708,9788.30477713864,19557.70264075286
"Rostrolateral area, layer 1",1529.0,377.0,1906.0,0.08478125,0.084875,0.16965625,18034.647991153703,4441.826215022091,11238.237103087897
"Rostrolateral area, layer 2/3",3720.0,1079.0,4799.0,0.13790625,0.13784375,0.27575,26974.847042828005,7827.703468601225,17401.275255714616
"Rostrolateral area, layer 4",3043.0,803.0,3846.0,0.073390625,0.0730625,0.14645312500000002,41463.0615286353,10990.590248075276,26226.825888355288
"Rostrolateral area, layer 5",4191.0,1709.0,5900.0,0.12178125,0.122328125,0.244109375,34414.164742109315,13970.622046238344,24192.39339417383
"Rostrolateral area, layer 6a",2065.0,872.0,2937.0,0.0756875,0.0756875,0.151375,27283.236994219653,11521.056977704377,19402.146985962016
"Rostrolateral area, layer 6b",352.0,132.0,484.0,0.014515625,0.01415625,0.028671875,24249.7308934338,9324.50331125828,16787.11710234604
Temporal association areas,35528.0,22590.0,58118.0,1.55525,1.551015625,3.106265625,22843.915769168943,14564.650178814283,18704.282973991612
"Temporal association areas, layer 1",4829.0,1862.0,6691.0,0.267375,0.26396875,0.53134375,18060.776063581117,7053.865277613355,12557.320670597237
"Temporal association areas, layer 2/3",8051.0,4863.0,12914.0,0.351671875,0.34825,0.699921875,22893.4998000622,13964.10624551328,18428.80302278774
"Temporal association areas, layer 4",4246.0,2486.0,6732.0,0.1561875,0.1559375,0.312125,27185.27410964385,15942.284569138275,21563.77933939106
"Temporal association areas, layer 5",10469.0,7217.0,17686.0,0.4753125,0.47590625,0.95121875,22025.50953320184,15164.7514610283,18595.130497115068
"Temporal association areas, layer 6a",6896.0,5656.0,12552.0,0.261359375,0.263484375,0.52484375,26385.125844443115,21466.168534661687,23925.6471895524
"Temporal association areas, layer 6b",1037.0,506.0,1543.0,0.04334375,0.04346875,0.0868125,23925.018024513334,11640.546369518332,17782.782197015833
Perirhinal area,7002.0,3120.0,10122.0,0.395078125,0.395,0.790078125,17723.076923076922,7898.734177215189,12810.905550146055
"Perirhinal area, layer 1",2323.0,526.0,2849.0,0.1113125,0.1109375,0.22225,20869.17462099944,4741.408450704225,12805.291535851833
"Perirhinal area, layer 2/3",3027.0,1557.0,4584.0,0.16634375,0.166546875,0.332890625,18197.25718579748,9348.719392063043,13772.98828893026
"Perirhinal area, layer 5",1180.0,634.0,1814.0,0.0840625,0.084,0.1680625,14037.17472118959,7547.619047619047,10792.39688440432
"Perirhinal area, layer 6a",430.0,339.0,769.0,0.026703125,0.027,0.053703125000000004,16102.9842012873,12555.555555555557,14329.269878421428
"Perirhinal area, layer 6b",42.0,64.0,106.0,0.00665625,0.006515625,0.013171875,6309.859154929578,9822.54196642686,8066.200560678219
Ectorhinal area,16128.0,11449.0,27577.0,0.85571875,0.85615625,1.711875,18847.31402695103,13372.559039310874,16109.936533130953
Ectorhinal area/Layer 1,2356.0,887.0,3243.0,0.132234375,0.12846875,0.260703125,17816.84981684982,6904.402821697884,12360.626319273852
Ectorhinal area/Layer 2/3,4942.0,3260.0,8202.0,0.23665625,0.239046875,0.475703125,20882.609269774195,13637.492646578208,17260.0509581762
Ectorhinal area/Layer 5,4755.0,3756.0,8511.0,0.26471875,0.264375,0.52909375,17962.460158186754,14207.092198581558,16084.776178384156
Ectorhinal area/Layer 6a,3616.0,3135.0,6751.0,0.195265625,0.194765625,0.39003125,18518.36440745779,16096.26955475331,17307.31698110555
Ectorhinal area/Layer 6b,459.0,411.0,870.0,0.02684375,0.0295,0.05634375,17098.95227008149,13932.203389830507,15515.577829955997
Olfactory areas,690532.0,500320.0,1190852.0,23.352796875,23.3463125,46.699109375,29569.56306759295,21430.365073713463,25499.96407065321
Main olfactory bulb,384521.0,279348.0,663869.0,8.23196875,8.23128125,16.463250000000002,46710.6972435968,33937.3654617864,40324.0313526916
Accessory olfactory bulb,8130.0,4323.0,12453.0,0.325625,0.32590625,0.65153125,24967.370441458734,13264.550771886086,19115.960606672408
"Accessory olfactory bulb, glomerular layer",717.0,408.0,1125.0,0.0773125,0.07715625,0.15446875,9274.050121261114,5287.970838396112,7281.010479828614
"Accessory olfactory bulb, granular layer",4730.0,3214.0,7944.0,0.110171875,0.11025,0.220421875,42932.91731669267,29151.927437641723,36042.4223771672
"Accessory olfactory bulb, mitral layer",2683.0,701.0,3384.0,0.138140625,0.1385,0.276640625,19422.23730347246,5061.3718411552345,12241.804572313846
Anterior olfactory nucleus,53062.0,44471.0,97533.0,2.434671875,2.43503125,4.869703125,21794.31263196401,18263.00997163794,20028.661301800974
Taenia tecta,12570.0,11712.0,24282.0,0.71946875,0.724765625,1.444234375,17471.22442774617,16159.706801767814,16815.46561475699
"Taenia tecta, dorsal part",7167.0,6306.0,13473.0,0.36028125,0.364328125,0.724609375,19892.7920895134,17308.573144057984,18600.682616785693
"Taenia tecta, ventral part",5403.0,5406.0,10809.0,0.3591875,0.3604375,0.719625,15042.282930224465,14998.439396566671,15020.361163395568
Dorsal peduncular area,5452.0,3956.0,9408.0,0.250140625,0.251671875,0.5018125,21795.739896308325,15718.87999006643,18757.309943187378
Piriform area,111957.0,81020.0,192977.0,5.782515625,5.783140625,11.56565625,19361.29658101875,14009.688723417476,16685.492652218112
Nucleus of the lateral olfactory tract,3034.0,2212.0,5246.0,0.15934375,0.159328125,0.318671875,19040.59619533242,13883.299009512602,16461.94760242251
"Nucleus of the lateral olfactory tract, molecular layer",1095.0,811.0,1906.0,0.05571875,0.055703125,0.111421875,19652.271452607965,14559.326788218794,17105.79912041338
"Nucleus of the lateral olfactory tract, pyramidal layer",1487.0,1046.0,2533.0,0.07475,0.074671875,0.14942187499999998,19892.976588628764,14007.951454279138,16950.46402145395
"Nucleus of the lateral olfactory tract, layer 3",452.0,355.0,807.0,0.028875,0.028953125,0.057828125,15653.679653679654,12261.198057204534,13957.438855442095
Cortical amygdalar area,28211.0,20163.0,48374.0,1.6323125,1.632734375,3.2650468750000003,17282.842592947123,12349.222450834968,14816.032521891046
"Cortical amygdalar area, anterior part",8203.0,6549.0,14752.0,0.383734375,0.384109375,0.7678437499999999,21376.76615497373,17049.83118415165,19213.29866956269
"Cortical amygdalar area, posterior part",20008.0,13614.0,33622.0,1.248578125,1.248625,2.4972031250000004,16024.62801436634,10903.193512864147,13463.910763615244
"Cortical amygdalar area, posterior part, lateral zone",6583.0,5641.0,12224.0,0.601015625,0.601015625,1.20203125,10953.126218640322,9385.779279864812,10169.452749252567
"Cortical amygdalar area, posterior part, medial zone",13425.0,7973.0,21398.0,0.6475625,0.647609375,1.295171875,20731.589614902037,12311.43387941226,16521.51174715715
Piriform-amygdalar area,6845.0,5372.0,12217.0,0.595578125,0.595671875,1.19125,11493.034603982476,9018.38784985442,10255.711226918447
Postpiriform transition area,6232.0,5076.0,11308.0,0.699453125,0.699109375,1.3985625000000002,8909.8179381213,7260.666472967838,8085.242205544569
Hippocampal formation,187235.0,116232.0,303467.0,21.319921875,21.32703125,42.646953124999996,8782.161637259753,5449.984980914772,7116.073309087262
Hippocampal region,55529.0,40662.0,96191.0,11.863359375,11.8685,23.731859375,4680.71464791144,3426.0437291991407,4053.37918855529
Ammon's horn,40660.0,30723.0,71383.0,8.473609375,8.47478125,16.948390625000002,4798.427470584222,3625.22631483851,4211.826892711366
Field CA1,27348.0,20462.0,47810.0,5.10415625,5.105078125,10.209234375000001,5357.986444870296,4008.165888744357,4683.076166807326
Field CA2,704.0,533.0,1237.0,0.237890625,0.2374375,0.475328125,2959.343185550082,2244.801263490392,2602.072224520237
Field CA3,12608.0,9728.0,22336.0,3.1315625,3.132265625,6.263828125,4026.10517912384,3105.739156461228,3565.9221677925343
Dentate gyrus,13022.0,9093.0,22115.0,3.2985,3.298953125,6.597453125,3947.8550856449897,2756.328949051072,3352.092017348031
"Dentate gyrus, molecular layer",7140.0,3789.0,10929.0,2.154328125,2.156515625,4.31084375,3314.258360712809,1757.0009491584372,2535.629654935623
"Dentate gyrus, polymorph layer",2426.0,1941.0,4367.0,0.342515625,0.341859375,0.684375,7082.888554354272,5677.773207184971,6380.330880769621
"Dentate gyrus, granule cell layer",3456.0,3363.0,6819.0,0.80165625,0.800578125,1.602234375,4311.074728101977,4200.714327536741,4255.894527819359
Fasciola cinerea,487.0,422.0,909.0,0.030546875,0.031125,0.061671875,15942.710997442457,13558.232931726909,14750.471964584682
Induseum griseum,1360.0,424.0,1784.0,0.060703125,0.063640625,0.12434375,22404.11840411841,6662.410999263441,14533.264701690925
Retrohippocampal region,129699.0,74713.0,204412.0,9.24640625,9.247609375,18.494015625,14026.963178261823,8079.169109584065,11053.066143922944
Entorhinal area,92235.0,52490.0,144725.0,5.704109375,5.70525,11.409359375000001,16169.921356039917,9200.297971166909,12685.109663603413
"Entorhinal area, lateral part",63115.0,32889.0,96004.0,3.1885625,3.1900625,6.3786249999999995,19794.186251641608,10309.82935287318,15052.007802257394
"Entorhinal area, lateral part, layer 1",15159.0,3331.0,18490.0,0.4903125,0.49084375,0.98115625,30917.017208413003,6786.27363595849,18851.645422185746
"Entorhinal area, lateral part, layer 2",20036.0,9381.0,29417.0,0.801859375,0.801296875,1.60315625,24986.92492059471,11707.271415478814,18347.098168036762
"Entorhinal area, lateral part, layer 3",10838.0,7159.0,17997.0,0.6590625,0.657828125,1.316890625,16444.57088667615,10882.781881665518,13663.676384170834
"Entorhinal area, lateral part, layer 5",9484.0,6375.0,15859.0,0.7134375,0.714703125,1.428140625,13293.385895751206,8919.787499180167,11106.586697465686
"Entorhinal area, lateral part, layer 6a",7598.0,6643.0,14241.0,0.523890625,0.525390625,1.04928125,14503.027230158965,12643.92565055762,13573.476440358292
"Entorhinal area, medial part, dorsal zone",29120.0,19601.0,48721.0,2.515546875,2.5151875,5.030734375,11576.011677381284,7793.057177645801,9684.534427513543
"Entorhinal area, medial part, dorsal zone, layer 1",5623.0,3129.0,8752.0,0.62259375,0.622875,1.24546875,9031.571550469307,5023.479831426852,7027.5256909480795
"Entorhinal area, medial part, dorsal zone, layer 2",6594.0,5314.0,11908.0,0.630703125,0.62978125,1.2604843749999999,10454.998141954664,8437.850444102616,9446.42429302864
"Entorhinal area, medial part, dorsal zone, layer 3",6470.0,4291.0,10761.0,0.491546875,0.491859375,0.98340625,13162.52900600782,8724.038247720702,10943.28362686426
"Entorhinal area, medial part, dorsal zone, layer 5",5991.0,4443.0,10434.0,0.456796875,0.45671875,0.913515625,13115.238583889177,9728.087581252135,11421.663082570656
"Entorhinal area, medial part, dorsal zone, layer 6",4442.0,2424.0,6866.0,0.31390625,0.313953125,0.627859375,14150.72175211548,7720.897825113224,10935.809788614351
Parasubiculum,6255.0,2200.0,8455.0,0.466609375,0.466046875,0.93265625,13405.217158356494,4720.555201662923,9062.886180009707
Postsubiculum,4322.0,1449.0,5771.0,0.54015625,0.54021875,1.080375,8001.388487127567,2682.246775033262,5341.817631080415
Presubiculum,4922.0,2412.0,7334.0,0.46190625,0.4620625,0.92396875,10655.841959272038,5220.073042066821,7937.9575006694295
Subiculum,10119.0,6947.0,17066.0,1.0515625,1.052015625,2.103578125,9622.823179791976,6603.514087540288,8113.168633666131
Prosubiculum,6378.0,5487.0,11865.0,0.64990625,0.649890625,1.2997968750000002,9813.723133144204,8442.959151780347,9128.341142462275
Hippocampo-amygdalar transition area,4214.0,3408.0,7622.0,0.2110625,0.21071875,0.42178125,19965.64998519396,16173.216669138365,18069.43332716616
Area prostriata,1254.0,320.0,1574.0,0.16109375,0.16140625,0.3225,7784.2870999030065,1982.5750242013555,4883.431062052181
Cortical subplate,50573.0,34537.0,85110.0,4.45309375,4.45275,8.905843749999999,11356.823556656538,7756.330357644152,9556.576957150344
Claustrum,4523.0,1728.0,6251.0,0.276015625,0.27528125,0.551296875,16386.753467308237,6277.2164831422415,11331.98497522524
Endopiriform nucleus,15457.0,9479.0,24936.0,1.395171875,1.394734375,2.78990625,11078.921727833713,6796.276172658324,8937.598950246018
"Endopiriform nucleus, dorsal part",10893.0,5667.0,16560.0,0.908828125,0.908265625,1.81709375,11985.76463508983,6239.3641727881095,9112.56440393897
"Endopiriform nucleus, ventral part",4564.0,3812.0,8376.0,0.48634375,0.48646875,0.9728125000000001,9384.30893786545,7836.0634675917,8610.186202728575
Lateral amygdalar nucleus,4840.0,3506.0,8346.0,0.418609375,0.420140625,0.83875,11562.091747228547,8344.82502138421,9953.458384306377
Basolateral amygdalar nucleus,8685.0,6415.0,15100.0,0.950453125,0.94975,1.900203125,9137.74679840208,6754.409055014477,7946.077926708279
"Basolateral amygdalar nucleus, anterior part",3857.0,2932.0,6789.0,0.385328125,0.3850625,0.770390625,10009.650865739426,7614.34832007791,8811.999592908669
"Basolateral amygdalar nucleus, posterior part",2742.0,2021.0,4763.0,0.355703125,0.355421875,0.711125,7708.675598506479,5686.200378071833,6697.437988289156
"Basolateral amygdalar nucleus, ventral part",2086.0,1462.0,3548.0,0.209421875,0.209265625,0.4186875,9960.755054838468,6986.336145747779,8473.545600293124
Basomedial amygdalar nucleus,7689.0,7778.0,15467.0,0.7424375,0.743,1.4854375,10356.427308696018,10468.371467025572,10412.399387860794
"Basomedial amygdalar nucleus, anterior part",4390.0,4294.0,8684.0,0.383953125,0.38415625,0.768109375,11433.687380458226,11177.74343122102,11305.715405839623
"Basomedial amygdalar nucleus, posterior part",3299.0,3484.0,6783.0,0.358484375,0.35884375,0.7173281250000001,9202.632611253975,9708.96107289036,9455.796842072168
Posterior amygdalar nucleus,7303.0,4025.0,11328.0,0.483109375,0.48284375,0.965953125,15116.659659109286,8336.030030418742,11726.344844764015
Cerebral nuclei,188295.0,151350.0,339645.0,27.140265625,27.186828125,54.32709375,6937.846615125013,5567.034127854883,6252.440371489948
Striatum,160695.0,126873.0,287568.0,22.469265625,22.490421875,44.9596875,7151.769117954874,5641.201428107938,6396.485273031406
Striatum dorsal region,39957.0,25198.0,65155.0,13.00915625,13.0101875,26.01934375,3071.452078223751,1936.7899194381323,2504.1209988309415
Caudoputamen,39957.0,25198.0,65155.0,13.00915625,13.0101875,26.01934375,3071.452078223751,1936.7899194381323,2504.1209988309415
Striatum ventral region,42838.0,32933.0,75771.0,4.32478125,4.3243125,8.649093749999999,9905.240872009424,7615.777074390438,8760.508973199932
Nucleus accumbens,21064.0,17360.0,38424.0,2.19953125,2.198734375,4.3982656250000005,9576.585920295516,7895.451218385578,8736.018569340547
Fundus of striatum,1576.0,1114.0,2690.0,0.2160625,0.215703125,0.431765625,7294.185710153312,5164.505613908004,6229.345662030659
Olfactory tubercle,20198.0,14459.0,34657.0,1.9091875,1.909875,3.8190625000000002,10579.369496186204,7570.652529615812,9075.011012901008
Lateral septal complex,37365.0,34385.0,71750.0,1.776625,1.786109375,3.562734375,21031.450080911844,19251.340640883205,20141.395360897524
Lateral septal nucleus,34294.0,32549.0,66843.0,1.524359375,1.527,3.0513593749999997,22497.31957072131,21315.651604453175,21906.48558758724
"Lateral septal nucleus, caudal (caudodorsal) part",4553.0,4800.0,9353.0,0.281609375,0.281171875,0.56278125,16167.785607279588,17071.408724645735,16619.59716596266
"Lateral septal nucleus, rostral (rostroventral) part",21038.0,17404.0,38442.0,0.939234375,0.94175,1.880984375,22399.095007569333,18480.48845234935,20439.79172995934
